name,neighborhood,Location 1,image_urls,description
Baltimore Jewish Council,Glen,"5750 PARK HEIGHTS AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Seal_of_Baltimore%2C_Maryland.png/170px-Seal_of_Baltimore%2C_Maryland.png,"The Baltimore City Council is the legislative branch that governs the City of Baltimore and its nearly 700,000 citizens. It has 14 members elected by district and a president elected at-large; all serve four-year terms. The Council holds regular meetings on alternate Monday evenings on the fourth floor of the Baltimore City Hall.[1] The Council has seven standing committees, all of which must have at least three members."
New Baptist Church,Broadway East,"1840 BIDDLE ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/3/38/St_Alphonsus.JPG/200px-St_Alphonsus.JPG,"The history of the Lithuanians in Baltimore dates back to the mid-19th century. Thousands of Lithuanians immigrated to Baltimore between the 1880s and 1920s. The Lithuanian American community was mainly centered in what is now the Hollins-Roundhouse Historic District. Baltimore's Lithuanian community has founded several institutions to preserve the Lithuanian heritage of the city, including a Roman Catholic parish, a cultural festival, a dance hall, and a yeshiva."
Holy Trinity Church,Penrose/Fayette Street Outreach,"2100 VINE ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Holy_Trinity_Georgetown_DC_01.jpg/220px-Holy_Trinity_Georgetown_DC_01.jpg,"Holy Trinity Catholic Church is a Catholic church located in Washington, D.C., in the United States. Located in the Georgetown neighborhood, it was established in 1787 and finished construction in 1794 and is the oldest Roman Catholic house of worship in both Georgetown and the larger city of Washington, D.C. The original building was vacated due to the lack of space and is now the Chapel of St. Ignatius, which is used as an auxiliary space for parish activities."
Star Of Bethlehem Ame Church,Mount Winans,"2525 RIDGELY ST
Baltimore, MD",http:,"This is a list of the largest Protestant churches in the United States with more than 1,000 members. Most of these are considered megachurches, while some fall outside this definition.[1] The Hartford Institute's database lists more than 1,300 such Protestant churches in the United States. According to that data, approximately 50 churches on the list have attendance ranging from 10,000 to 47,000.[2]"
Saint Cecilia Church Hall,Walbrook,"3300 CLIFTON AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Cathedral_of_St._Paul_Birmingham_Nov_2011_01.jpg/100px-Cathedral_of_St._Paul_Birmingham_Nov_2011_01.jpg,This is a list of notable Catholic churches and cathedrals in the United States.
Zion Baptist Church Of Christ,Broening Manor,"1717 BROENING HWY
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/a/aa/Churches_Uniting_in_Christ_Logo.png,"Churches Uniting in Christ (CUIC) is an ecumenical organization that brings together ten mainline American denominations (including both predominantly white and predominantly black churches), and was inaugurated on January 20, 2002 in Memphis, Tennessee on the balcony of the Lorraine Motel.[1] It is the successor organization to the Consultation on Church Union."
Riverside Baptist Church,Riverside,"1602 JOHNSON ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/BaltimoreC12.png/250px-BaltimoreC12.png,"Baltimore (/ˈbɔːltᵻˌmɔːr/, locally: [ˈbɔɫ.mɔɻ]) is the largest city in the U.S. state of Maryland, and the 29th-most populous city in the country. It was established by the Constitution of Maryland[9] and is not part of any county; thus, it is the largest independent city in the United States, with a population of 621,849 as of 2015. As of 2016, the population of the Baltimore metropolitan area was estimated to be just under 2.8 million making it the 21st largest metropolitan area in the country.[10]"
Shining Star Baptist Church,Middle East,"2117 MCELDERRY ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Solomon_Burke.jpg/300px-Solomon_Burke.jpg,"Solomon Burke (born James Solomon McDonald, March 21, 1940 – October 10, 2010) was an American preacher and singer, who shaped the sound of rhythm and blues as one of the founding fathers of soul music in the 1960s[2] and a ""key transitional figure in the development of soul music from rhythm and blues.[3][4] He had a string of hits including ""Cry to Me"", ""If You Need Me"", ""Got to Get You Off My Mind"", ""Down in the Valley"" and ""Everybody Needs Somebody to Love"". Burke was referred to as ""King Solomon"", the ""King of Rock 'n' Soul"", ""Bishop of Soul"" and the ""Muhammad Ali of soul"".[5][6][1] Due to his minimal chart success in comparison to other soul music greats such as James Brown, Wilson Pickett and Otis Redding, Burke has been described as the genre's ""most unfairly overlooked singer"" of its golden age.[7] Atlantic Records executive Jerry Wexler referred to Burke as ""the greatest male soul singer of all time"".[1][6][8]"
Saint John's Christian Church,Oliver,"1208 LANVALE ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,Saint John the Evangelist Catholic Church is a parish of the Roman Catholic Church in Maryland in the United States founded by Fr. John Carroll in 1774. It falls under the jurisdiction of the Archdiocese of Washington and its archbishop. It is named after John the Evangelist.
Community Baptist Church,Franklin Square,"219 MOUNT ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/3/38/St_Alphonsus.JPG/200px-St_Alphonsus.JPG,"The history of the Lithuanians in Baltimore dates back to the mid-19th century. Thousands of Lithuanians immigrated to Baltimore between the 1880s and 1920s. The Lithuanian American community was mainly centered in what is now the Hollins-Roundhouse Historic District. Baltimore's Lithuanian community has founded several institutions to preserve the Lithuanian heritage of the city, including a Roman Catholic parish, a cultural festival, a dance hall, and a yeshiva."
St. Marl's Institutional Baptist Church,Midtown-Edmondson,"655 BENTALOU ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/d/db/NOLA_Header.jpg/300px-NOLA_Header.jpg,"New Orleans (/nuː ˈɔːrlᵻnz, -ˈɔːrli.ənz, -ɔːrˈliːnz/,[2][3] or /ˈnɔːrlᵻnz/; French: La Nouvelle-Orléans [la nuvɛlɔʁleɑ̃] ( listen)) is a major United States port and the largest city and metropolitan area in the state of Louisiana. The population of the city was 343,829 as of the 2010 U.S. Census.[4][5] The New Orleans metropolitan area (New Orleans–Metairie–Kenner Metropolitan Statistical Area) had a population of 1,167,764 in 2010 and was the 46th largest in the United States.[6] The New Orleans–Metairie–Bogalusa Combined Statistical Area, a larger trading area, had a 2010 population of 1,452,502.[7]"
Saint Luke's Episcopal Church,Poppleton,"217 CAREY ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/90/USA_Maryland_location_map.svg/250px-USA_Maryland_location_map.svg.png,"Petersville is an unincorporated community in Frederick County, Maryland, United States. Petersville is located at the junction of Maryland Route 79 and Maryland Route 180 1.3 miles (2.1 km) northeast of Rosemont."
Prince Of Peace Baptist Church,McElderry Park,"600 LINWOOD AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/BaltimoreC12.png/250px-BaltimoreC12.png,"Baltimore (/ˈbɔːltᵻˌmɔːr/, locally: [ˈbɔɫ.mɔɻ]) is the largest city in the U.S. state of Maryland, and the 29th-most populous city in the country. It was established by the Constitution of Maryland[9] and is not part of any county; thus, it is the largest independent city in the United States, with a population of 621,849 as of 2015. As of 2016, the population of the Baltimore metropolitan area was estimated to be just under 2.8 million making it the 21st largest metropolitan area in the country.[10]"
Faith Baptist Church,Gay Street,"833 BOND ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/GGWO_Church_Service.JPG/300px-GGWO_Church_Service.JPG,"Greater Grace World Outreach (GGWO) is an affiliation of nondenominational. evangelical Christian churches that emphasize grace, the finished work, and missions. The headquarters of Greater Grace World Outreach is currently located at its megachurch in Baltimore, Maryland. GGWO was founded by Carl H. Stevens Jr. who was succeeded by Pastor Thomas Schaller as Presiding Elder and Overseeing Pastor of Greater Grace World Outreach in Baltimore in April 2005.[2]"
Saint David's Church,Roland Park,"4700 ROLAND AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Towson_Courthouse.jpg/255px-Towson_Courthouse.jpg,Coordinates: 39°24′N 76°36′W﻿ / ﻿39.400°N 76.600°W﻿ / 39.400; -76.600
Maranatha Baptist Church,Oliver,"1505 EDEN ST
Baltimore, MD",http:,"This is a list of the largest Protestant churches in the United States with more than 1,000 members. Most of these are considered megachurches, while some fall outside this definition.[1] The Hartford Institute's database lists more than 1,300 such Protestant churches in the United States. According to that data, approximately 50 churches on the list have attendance ranging from 10,000 to 47,000.[2]"
Ubc Church Of The Living God,Mondawmin,"1939 WALBROOK AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/War_of_1812_Montage.jpg/300px-War_of_1812_Montage.jpg,Treaty of Ghent
First Church Of The Brethren,Howard Park,"4500 LIBERTY HEIGHTS AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Otterbein_Church_MD1.jpg/250px-Otterbein_Church_MD1.jpg,"Otterbein Church, now known as Old Otterbein United Methodist Church, is a historic United Brethren church located in Baltimore, Maryland, United States. The first ""German Reformed"" church was built to serve the German Reformed and some Evangelical Lutheran immigrants, and later entered the Brethren strain of German Reformed Protestantism in the later Church of the United Brethren in Christ. It is a two-story brick Georgian structure with a peaked roof, built 1785-1786, and features a square bell tower and an octagonal white ""cupola-on-cupola"", with much of the original wavy, hand-blown glass window panes still remaining. It had a major remodeling occurring in 1839, and some additional cleaning and restoration of its exterior brick walls and wall-fence surrounding the parish. The tower's bells date to 1789, and are still in use. That same year, the first Conference of United Brethren preachers was held and resulted in the official organization of the Church of the United Brethren in Christ, with Pastor Philip William Otterbein, (1726-1813) as a bishop (five years after he participated in the ""laying on"" of hands on famous evangelist and missionary Francis Asbury, (1745-1816), ordained as the first bishop of the new Methodist Episcopal Church. He was later buried in the adjacent churchyard, surrounding the building.[2]"
Saint Ignatius Church,Mount Vernon,"740 CALVERT ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/3/33/St._Ignatius_Church%2C_Baltimore.JPG/250px-St._Ignatius_Church%2C_Baltimore.JPG,"St. Ignatius Church is a Jesuit Roman Catholic church located at 740 N. Calvert St in the Mt. Vernon neighborhood of Baltimore, Maryland. Mt. Vernon is located north of downtown Baltimore and is considered the city’s center of history and culture. The church is dedicated to Saint Ignatius of Loyola, the founder of the Society of Jesus (Jesuits)."
Saint Joseph's Baptist Church,Broadway East,"1601 RUTLAND AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Towson_Courthouse.jpg/255px-Towson_Courthouse.jpg,Coordinates: 39°24′N 76°36′W﻿ / ﻿39.400°N 76.600°W﻿ / 39.400; -76.600
Saint Luke's Holiness Church,East Baltimore Midway,"2230 HARFORD RD
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Countries_by_percentage_of_Protestants_1710.png/200px-Countries_by_percentage_of_Protestants_1710.png,"Characteristic of Christianity in the 19th century were Evangelical revivals in some largely Protestant countries and later the effects of modern Biblical scholarship on the churches. liberal or modernist theology was one consequence of this. In Europe, the Roman Catholic Church strongly opposed liberalism and ""Georgia"" culture wars launched in Germany, Italy, Belgium and France. It strongly emphasized personal piety. In Europe there was a general move away from religious observance and belief in Christian teachings and a move towards secularism. In Protestantism, pietistic revivals were common."
